sample_id,user_id,label,accepted,json_path,image_path,video_path,created_at,raw_points
20260705_215457_yruoxw,user1,ঈ,True,output/user1/ঈ/ঈ_20260705_215457_yruoxw.json,output/user1/ঈ/ঈ_20260705_215457_yruoxw.png,output/user1/ঈ/ঈ_20260705_215457_yruoxw.mp4,2026-07-05T15:54:57.909Z,246
20260705_215539_dr61qv,user1,ঈ,True,output/user1/ঈ/ঈ_20260705_215539_dr61qv.json,output/user1/ঈ/ঈ_20260705_215539_dr61qv.png,output/user1/ঈ/ঈ_20260705_215539_dr61qv.mp4,2026-07-05T15:55:39.424Z,236
20260705_215654_07cd7w,user1,ঈ,True,output/user1/ঈ/ঈ_20260705_215654_07cd7w.json,output/user1/ঈ/ঈ_20260705_215654_07cd7w.png,output/user1/ঈ/ঈ_20260705_215654_07cd7w.mp4,2026-07-05T15:56:54.824Z,249
20260705_215745_i5n9h7,user1,ঈ,True,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.json,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.png,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.mp4,2026-07-05T15:57:45.837Z,322
20260704_232121_lcxi4y,user2,অ,True,output/user2/অ/অ_20260704_232121_lcxi4y.json,output/user2/অ/অ_20260704_232121_lcxi4y.png,output/user2/অ/অ_20260704_232121_lcxi4y.mp4,2026-07-04T17:21:21.362Z,1033
20260704_232412_nr23lb,user2,অ,True,output/user2/অ/অ_20260704_232412_nr23lb.json,,output/user2/অ/অ_20260704_232412_nr23lb.mp4,2026-07-04T17:24:12.923Z,245
20260705_165947_rrdvxz,user2,অ,True,output/user2/অ/অ_20260705_165947_rrdvxz.json,,output/user2/অ/অ_20260705_165947_rrdvxz.mp4,2026-07-05T10:59:47.885Z,57
20260705_170029_180ejw,user2,অ,True,output/user2/অ/অ_20260705_170029_180ejw.json,,output/user2/অ/অ_20260705_170029_180ejw.mp4,2026-07-05T11:00:29.756Z,72
20260705_170128_b1n6nu,user2,অ,True,output/user2/অ/অ_20260705_170128_b1n6nu.json,,output/user2/অ/অ_20260705_170128_b1n6nu.mp4,2026-07-05T11:01:28.223Z,68
20260705_170207_eb9cjm,user2,অ,True,output/user2/অ/অ_20260705_170207_eb9cjm.json,,output/user2/অ/অ_20260705_170207_eb9cjm.mp4,2026-07-05T11:02:07.114Z,73
20260705_170248_sf7fcw,user2,অ,True,output/user2/অ/অ_20260705_170248_sf7fcw.json,,output/user2/অ/অ_20260705_170248_sf7fcw.mp4,2026-07-05T11:02:48.473Z,64
20260728_232630_znnts0,user2,অ,True,output/user2/অ/অ_20260728_232630_znnts0.json,output/user2/অ/অ_20260728_232630_znnts0.png,output/user2/অ/অ_20260728_232630_znnts0.mp4,2026-07-28T17:26:30.994Z,187
20260728_232652_hdsmyh,user2,অ,True,output/user2/অ/অ_20260728_232652_hdsmyh.json,output/user2/অ/অ_20260728_232652_hdsmyh.png,output/user2/অ/অ_20260728_232652_hdsmyh.mp4,2026-07-28T17:26:52.983Z,180
20260728_232714_hincfq,user2,অ,True,output/user2/অ/অ_20260728_232714_hincfq.json,output/user2/অ/অ_20260728_232714_hincfq.png,output/user2/অ/অ_20260728_232714_hincfq.mp4,2026-07-28T17:27:14.986Z,141
20260728_232741_j1gvgu,user2,অ,True,output/user2/অ/অ_20260728_232741_j1gvgu.json,output/user2/অ/অ_20260728_232741_j1gvgu.png,output/user2/অ/অ_20260728_232741_j1gvgu.mp4,2026-07-28T17:27:41.808Z,207
20260704_232148_mqf5ea,user2,আ,True,output/user2/আ/আ_20260704_232148_mqf5ea.json,output/user2/আ/আ_20260704_232148_mqf5ea.png,output/user2/আ/আ_20260704_232148_mqf5ea.mp4,2026-07-04T17:21:48.080Z,1137
20260705_170410_psx32h,user2,আ,True,output/user2/আ/আ_20260705_170410_psx32h.json,,output/user2/আ/আ_20260705_170410_psx32h.mp4,2026-07-05T11:04:10.098Z,90
20260705_170459_x9acwr,user2,আ,True,output/user2/আ/আ_20260705_170459_x9acwr.json,,output/user2/আ/আ_20260705_170459_x9acwr.mp4,2026-07-05T11:04:59.461Z,96
20260705_170542_0shybi,user2,আ,True,output/user2/আ/আ_20260705_170542_0shybi.json,,output/user2/আ/আ_20260705_170542_0shybi.mp4,2026-07-05T11:05:42.117Z,83
20260705_170622_0o9xio,user2,আ,True,output/user2/আ/আ_20260705_170622_0o9xio.json,,output/user2/আ/আ_20260705_170622_0o9xio.mp4,2026-07-05T11:06:22.858Z,95
20260705_170735_cbvyrc,user2,আ,True,output/user2/আ/আ_20260705_170735_cbvyrc.json,,output/user2/আ/আ_20260705_170735_cbvyrc.mp4,2026-07-05T11:07:35.746Z,126
20260728_232436_9i4gi8,user2,আ,True,output/user2/আ/আ_20260728_232436_9i4gi8.json,output/user2/আ/আ_20260728_232436_9i4gi8.png,output/user2/আ/আ_20260728_232436_9i4gi8.mp4,2026-07-28T17:24:36.846Z,256
20260728_232459_m6l3cf,user2,আ,True,output/user2/আ/আ_20260728_232459_m6l3cf.json,output/user2/আ/আ_20260728_232459_m6l3cf.png,output/user2/আ/আ_20260728_232459_m6l3cf.mp4,2026-07-28T17:24:59.419Z,161
20260728_232520_l4uaan,user2,আ,True,output/user2/আ/আ_20260728_232520_l4uaan.json,output/user2/আ/আ_20260728_232520_l4uaan.png,output/user2/আ/আ_20260728_232520_l4uaan.mp4,2026-07-28T17:25:20.068Z,169
20260728_232556_dwfz7c,user2,আ,True,output/user2/আ/আ_20260728_232556_dwfz7c.json,output/user2/আ/আ_20260728_232556_dwfz7c.png,output/user2/আ/আ_20260728_232556_dwfz7c.mp4,2026-07-28T17:25:56.282Z,168
20260704_232218_jf6rio,user2,ই,True,output/user2/ই/ই_20260704_232218_jf6rio.json,output/user2/ই/ই_20260704_232218_jf6rio.png,output/user2/ই/ই_20260704_232218_jf6rio.mp4,2026-07-04T17:22:18.145Z,575
20260705_170839_hkwvju,user2,ই,True,output/user2/ই/ই_20260705_170839_hkwvju.json,,output/user2/ই/ই_20260705_170839_hkwvju.mp4,2026-07-05T11:08:39.636Z,56
20260705_170951_aziiah,user2,ই,True,output/user2/ই/ই_20260705_170951_aziiah.json,,output/user2/ই/ই_20260705_170951_aziiah.mp4,2026-07-05T11:09:51.265Z,62
20260705_171029_5ftejq,user2,ই,True,output/user2/ই/ই_20260705_171029_5ftejq.json,,output/user2/ই/ই_20260705_171029_5ftejq.mp4,2026-07-05T11:10:29.557Z,68
20260705_171118_evwpn3,user2,ই,True,output/user2/ই/ই_20260705_171118_evwpn3.json,,output/user2/ই/ই_20260705_171118_evwpn3.mp4,2026-07-05T11:11:18.861Z,82
20260705_171155_wvydfy,user2,ই,True,output/user2/ই/ই_20260705_171155_wvydfy.json,,output/user2/ই/ই_20260705_171155_wvydfy.mp4,2026-07-05T11:11:55.722Z,58
20260728_232810_781yo6,user2,ই,True,output/user2/ই/ই_20260728_232810_781yo6.json,output/user2/ই/ই_20260728_232810_781yo6.png,output/user2/ই/ই_20260728_232810_781yo6.mp4,2026-07-28T17:28:10.461Z,137
20260728_232836_pvgrxn,user2,ই,True,output/user2/ই/ই_20260728_232836_pvgrxn.json,output/user2/ই/ই_20260728_232836_pvgrxn.png,output/user2/ই/ই_20260728_232836_pvgrxn.mp4,2026-07-28T17:28:36.067Z,156
20260728_233118_pcjncu,user2,ই,True,output/user2/ই/ই_20260728_233118_pcjncu.json,output/user2/ই/ই_20260728_233118_pcjncu.png,output/user2/ই/ই_20260728_233118_pcjncu.mp4,2026-07-28T17:31:18.504Z,221
20260728_233205_n417cm,user2,ই,True,output/user2/ই/ই_20260728_233205_n417cm.json,output/user2/ই/ই_20260728_233205_n417cm.png,output/user2/ই/ই_20260728_233205_n417cm.mp4,2026-07-28T17:32:05.957Z,176
20260704_232243_1fsapx,user2,ঈ,True,output/user2/ঈ/ঈ_20260704_232243_1fsapx.json,output/user2/ঈ/ঈ_20260704_232243_1fsapx.png,output/user2/ঈ/ঈ_20260704_232243_1fsapx.mp4,2026-07-04T17:22:43.813Z,1051
20260705_171259_dluym7,user2,ঈ,True,output/user2/ঈ/ঈ_20260705_171259_dluym7.json,,output/user2/ঈ/ঈ_20260705_171259_dluym7.mp4,2026-07-05T11:12:59.415Z,82
20260705_171351_vkunfn,user2,ঈ,True,output/user2/ঈ/ঈ_20260705_171351_vkunfn.json,,output/user2/ঈ/ঈ_20260705_171351_vkunfn.mp4,2026-07-05T11:13:51.872Z,79
20260705_171438_jgev7f,user2,ঈ,True,output/user2/ঈ/ঈ_20260705_171438_jgev7f.json,,output/user2/ঈ/ঈ_20260705_171438_jgev7f.mp4,2026-07-05T11:14:38.670Z,99
20260705_171525_i5t1b0,user2,ঈ,True,output/user2/ঈ/ঈ_20260705_171525_i5t1b0.json,,output/user2/ঈ/ঈ_20260705_171525_i5t1b0.mp4,2026-07-05T11:15:25.978Z,85
20260705_171647_x9r778,user2,ঈ,True,output/user2/ঈ/ঈ_20260705_171647_x9r778.json,,output/user2/ঈ/ঈ_20260705_171647_x9r778.mp4,2026-07-05T11:16:47.666Z,73
20260725_213216_j99456,user2,ঈ,True,output/user2/ঈ/ঈ_20260725_213216_j99456.json,,output/user2/ঈ/ঈ_20260725_213216_j99456.mp4,2026-07-25T15:32:16.273Z,80
20260728_233238_q39ioy,user2,ঈ,True,output/user2/ঈ/ঈ_20260728_233238_q39ioy.json,output/user2/ঈ/ঈ_20260728_233238_q39ioy.png,output/user2/ঈ/ঈ_20260728_233238_q39ioy.mp4,2026-07-28T17:32:38.672Z,144
20260728_233302_e8k0ge,user2,ঈ,True,output/user2/ঈ/ঈ_20260728_233302_e8k0ge.json,output/user2/ঈ/ঈ_20260728_233302_e8k0ge.png,output/user2/ঈ/ঈ_20260728_233302_e8k0ge.mp4,2026-07-28T17:33:02.980Z,186
20260728_233333_nvf18a,user2,ঈ,True,output/user2/ঈ/ঈ_20260728_233333_nvf18a.json,output/user2/ঈ/ঈ_20260728_233333_nvf18a.png,output/user2/ঈ/ঈ_20260728_233333_nvf18a.mp4,2026-07-28T17:33:33.051Z,258
20260728_233359_9wg8n4,user2,ঈ,True,output/user2/ঈ/ঈ_20260728_233359_9wg8n4.json,output/user2/ঈ/ঈ_20260728_233359_9wg8n4.png,output/user2/ঈ/ঈ_20260728_233359_9wg8n4.mp4,2026-07-28T17:33:59.720Z,218
20260711_200812_18txgi,user3,অ,True,output/user3/অ/অ_20260711_200812_18txgi.json,output/user3/অ/অ_20260711_200812_18txgi.png,output/user3/অ/অ_20260711_200812_18txgi.mp4,2026-07-11T14:08:12.108Z,187
20260711_200917_z1na4w,user3,অ,True,output/user3/অ/অ_20260711_200917_z1na4w.json,output/user3/অ/অ_20260711_200917_z1na4w.png,output/user3/অ/অ_20260711_200917_z1na4w.mp4,2026-07-11T14:09:17.809Z,240
20260711_200954_0muns4,user3,অ,True,output/user3/অ/অ_20260711_200954_0muns4.json,output/user3/অ/অ_20260711_200954_0muns4.png,output/user3/অ/অ_20260711_200954_0muns4.mp4,2026-07-11T14:09:54.248Z,229
20260711_201110_jw6cqh,user3,অ,True,output/user3/অ/অ_20260711_201110_jw6cqh.json,output/user3/অ/অ_20260711_201110_jw6cqh.png,output/user3/অ/অ_20260711_201110_jw6cqh.mp4,2026-07-11T14:11:10.932Z,181
20260711_201208_6ylgz1,user3,অ,True,output/user3/অ/অ_20260711_201208_6ylgz1.json,output/user3/অ/অ_20260711_201208_6ylgz1.png,output/user3/অ/অ_20260711_201208_6ylgz1.mp4,2026-07-11T14:12:08.535Z,226
20260711_201526_9elfv0,user3,অ,True,output/user3/অ/অ_20260711_201526_9elfv0.json,output/user3/অ/অ_20260711_201526_9elfv0.png,output/user3/অ/অ_20260711_201526_9elfv0.mp4,2026-07-11T14:15:26.348Z,218
20260711_201609_iv7642,user3,অ,True,output/user3/অ/অ_20260711_201609_iv7642.json,output/user3/অ/অ_20260711_201609_iv7642.png,output/user3/অ/অ_20260711_201609_iv7642.mp4,2026-07-11T14:16:09.284Z,201
20260711_201811_0znu6g,user3,অ,True,output/user3/অ/অ_20260711_201811_0znu6g.json,output/user3/অ/অ_20260711_201811_0znu6g.png,output/user3/অ/অ_20260711_201811_0znu6g.mp4,2026-07-11T14:18:11.166Z,199
20260711_201916_nc9ara,user3,অ,True,output/user3/অ/অ_20260711_201916_nc9ara.json,output/user3/অ/অ_20260711_201916_nc9ara.png,output/user3/অ/অ_20260711_201916_nc9ara.mp4,2026-07-11T14:19:16.889Z,126
20260711_201953_sai9ew,user3,অ,True,output/user3/অ/অ_20260711_201953_sai9ew.json,output/user3/অ/অ_20260711_201953_sai9ew.png,output/user3/অ/অ_20260711_201953_sai9ew.mp4,2026-07-11T14:19:53.452Z,244
20260711_202025_bntr0i,user3,অ,True,output/user3/অ/অ_20260711_202025_bntr0i.json,output/user3/অ/অ_20260711_202025_bntr0i.png,output/user3/অ/অ_20260711_202025_bntr0i.mp4,2026-07-11T14:20:25.830Z,199
20260711_202714_mwa7m1,user3,অ,True,output/user3/অ/অ_20260711_202714_mwa7m1.json,output/user3/অ/অ_20260711_202714_mwa7m1.png,output/user3/অ/অ_20260711_202714_mwa7m1.mp4,2026-07-11T14:27:14.175Z,172
20260711_202846_kmy51g,user3,অ,True,output/user3/অ/অ_20260711_202846_kmy51g.json,output/user3/অ/অ_20260711_202846_kmy51g.png,output/user3/অ/অ_20260711_202846_kmy51g.mp4,2026-07-11T14:28:46.080Z,124
20260711_203013_i4o0om,user3,অ,True,output/user3/অ/অ_20260711_203013_i4o0om.json,output/user3/অ/অ_20260711_203013_i4o0om.png,output/user3/অ/অ_20260711_203013_i4o0om.mp4,2026-07-11T14:30:13.619Z,179
20260711_203112_15gnzj,user3,অ,True,output/user3/অ/অ_20260711_203112_15gnzj.json,output/user3/অ/অ_20260711_203112_15gnzj.png,output/user3/অ/অ_20260711_203112_15gnzj.mp4,2026-07-11T14:31:12.769Z,157
20260711_205524_jbk5pv,user3,আ,True,output/user3/আ/আ_20260711_205524_jbk5pv.json,output/user3/আ/আ_20260711_205524_jbk5pv.png,output/user3/আ/আ_20260711_205524_jbk5pv.mp4,2026-07-11T14:55:24.081Z,197
20260711_205559_azslan,user3,আ,True,output/user3/আ/আ_20260711_205559_azslan.json,output/user3/আ/আ_20260711_205559_azslan.png,output/user3/আ/আ_20260711_205559_azslan.mp4,2026-07-11T14:55:59.310Z,252
20260711_205630_gydvnp,user3,আ,True,output/user3/আ/আ_20260711_205630_gydvnp.json,output/user3/আ/আ_20260711_205630_gydvnp.png,output/user3/আ/আ_20260711_205630_gydvnp.mp4,2026-07-11T14:56:30.248Z,198
20260711_205707_n57400,user3,আ,True,output/user3/আ/আ_20260711_205707_n57400.json,output/user3/আ/আ_20260711_205707_n57400.png,output/user3/আ/আ_20260711_205707_n57400.mp4,2026-07-11T14:57:07.290Z,157
20260711_205748_usnulf,user3,আ,True,output/user3/আ/আ_20260711_205748_usnulf.json,output/user3/আ/আ_20260711_205748_usnulf.png,output/user3/আ/আ_20260711_205748_usnulf.mp4,2026-07-11T14:57:48.897Z,235
20260711_211455_ab7vb3,user4,অ,True,output/user4/অ/অ_20260711_211455_ab7vb3.json,output/user4/অ/অ_20260711_211455_ab7vb3.png,output/user4/অ/অ_20260711_211455_ab7vb3.mp4,2026-07-11T15:14:55.509Z,535
20260711_214733_y28o8p,user4,অ,True,output/user4/অ/অ_20260711_214733_y28o8p.json,output/user4/অ/অ_20260711_214733_y28o8p.png,output/user4/অ/অ_20260711_214733_y28o8p.mp4,2026-07-11T15:47:33.695Z,651
20260711_214747_h8ad4n,user4,অ,True,output/user4/অ/অ_20260711_214747_h8ad4n.json,output/user4/অ/অ_20260711_214747_h8ad4n.png,output/user4/অ/অ_20260711_214747_h8ad4n.mp4,2026-07-11T15:47:47.213Z,556
20260711_214802_iotb3d,user4,অ,True,output/user4/অ/অ_20260711_214802_iotb3d.json,output/user4/অ/অ_20260711_214802_iotb3d.png,output/user4/অ/অ_20260711_214802_iotb3d.mp4,2026-07-11T15:48:02.538Z,459
20260711_214818_1kqyjw,user4,অ,True,output/user4/অ/অ_20260711_214818_1kqyjw.json,output/user4/অ/অ_20260711_214818_1kqyjw.png,output/user4/অ/অ_20260711_214818_1kqyjw.mp4,2026-07-11T15:48:18.989Z,540
20260711_214838_nmfk2j,user4,অ,True,output/user4/অ/অ_20260711_214838_nmfk2j.json,output/user4/অ/অ_20260711_214838_nmfk2j.png,output/user4/অ/অ_20260711_214838_nmfk2j.mp4,2026-07-11T15:48:38.039Z,760
20260711_214856_wh1jdl,user4,অ,True,output/user4/অ/অ_20260711_214856_wh1jdl.json,output/user4/অ/অ_20260711_214856_wh1jdl.png,output/user4/অ/অ_20260711_214856_wh1jdl.mp4,2026-07-11T15:48:56.618Z,641
20260711_214912_5jyzoq,user4,অ,True,output/user4/অ/অ_20260711_214912_5jyzoq.json,output/user4/অ/অ_20260711_214912_5jyzoq.png,output/user4/অ/অ_20260711_214912_5jyzoq.mp4,2026-07-11T15:49:12.892Z,688
20260711_215025_9ahjj1,user4,অ,True,output/user4/অ/অ_20260711_215025_9ahjj1.json,output/user4/অ/অ_20260711_215025_9ahjj1.png,output/user4/অ/অ_20260711_215025_9ahjj1.mp4,2026-07-11T15:50:25.341Z,782
20260711_215040_totmvz,user4,অ,True,output/user4/অ/অ_20260711_215040_totmvz.json,output/user4/অ/অ_20260711_215040_totmvz.png,output/user4/অ/অ_20260711_215040_totmvz.mp4,2026-07-11T15:50:40.861Z,516
20260711_215057_m3q3bw,user4,অ,True,output/user4/অ/অ_20260711_215057_m3q3bw.json,output/user4/অ/অ_20260711_215057_m3q3bw.png,output/user4/অ/অ_20260711_215057_m3q3bw.mp4,2026-07-11T15:50:57.781Z,942
20260711_215120_wa3iw4,user4,অ,True,output/user4/অ/অ_20260711_215120_wa3iw4.json,output/user4/অ/অ_20260711_215120_wa3iw4.png,output/user4/অ/অ_20260711_215120_wa3iw4.mp4,2026-07-11T15:51:20.891Z,801
20260711_215140_jzmdn9,user4,অ,True,output/user4/অ/অ_20260711_215140_jzmdn9.json,output/user4/অ/অ_20260711_215140_jzmdn9.png,output/user4/অ/অ_20260711_215140_jzmdn9.mp4,2026-07-11T15:51:40.201Z,960
