outer_fold_id,inner_fold_id,augmented_sample_id,source_sample_id,user_id,label,source_video_path,brightness,contrast,motion_blur_kernel,frame_dropout_rate,crop_translation_x,crop_translation_y
0,0,20260705_210750_hp0ub6__outer00__inner00__aug03,20260705_210750_hp0ub6,user1,ই,output/user1/ই/ই_20260705_210750_hp0ub6.mp4,0.930618,1.06811,5,0.037526,0.006458,-0.008822
0,0,20260705_210817_cpe63z__outer00__inner00__aug01,20260705_210817_cpe63z,user1,ই,output/user1/ই/ই_20260705_210817_cpe63z.mp4,0.99555,1.000944,5,0.030484,-0.011979,-0.01402
0,0,20260705_210817_cpe63z__outer00__inner00__aug02,20260705_210817_cpe63z,user1,ই,output/user1/ই/ই_20260705_210817_cpe63z.mp4,0.87219,1.105184,3,0.075494,-0.015485,0.041084
0,0,20260705_210817_cpe63z__outer00__inner00__aug03,20260705_210817_cpe63z,user1,ই,output/user1/ই/ই_20260705_210817_cpe63z.mp4,0.887032,0.965801,5,0.029499,0.042002,-0.030642
0,0,20260705_210847_8d63gb__outer00__inner00__aug01,20260705_210847_8d63gb,user1,ই,output/user1/ই/ই_20260705_210847_8d63gb.mp4,1.091142,1.081104,5,0.060061,7.4e-05,-0.017718
0,0,20260705_210847_8d63gb__outer00__inner00__aug02,20260705_210847_8d63gb,user1,ই,output/user1/ই/ই_20260705_210847_8d63gb.mp4,1.114568,1.109349,3,0.058305,0.038728,0.0284
0,0,20260705_210847_8d63gb__outer00__inner00__aug03,20260705_210847_8d63gb,user1,ই,output/user1/ই/ই_20260705_210847_8d63gb.mp4,1.119066,0.966859,3,0.085461,0.019812,-0.048295
0,0,20260705_210914_6z0wyv__outer00__inner00__aug01,20260705_210914_6z0wyv,user1,ই,output/user1/ই/ই_20260705_210914_6z0wyv.mp4,0.992471,1.094391,5,0.050002,0.006377,-0.025039
0,0,20260705_210914_6z0wyv__outer00__inner00__aug02,20260705_210914_6z0wyv,user1,ই,output/user1/ই/ই_20260705_210914_6z0wyv.mp4,1.133251,0.910066,5,0.073518,-0.014206,0.011915
0,0,20260705_210914_6z0wyv__outer00__inner00__aug03,20260705_210914_6z0wyv,user1,ই,output/user1/ই/ই_20260705_210914_6z0wyv.mp4,1.03218,0.87707,3,0.098794,-0.035911,-0.018296
0,0,20260705_211104_cee4mp__outer00__inner00__aug01,20260705_211104_cee4mp,user1,ই,output/user1/ই/ই_20260705_211104_cee4mp.mp4,0.878111,0.906277,5,0.09783,0.010298,0.045438
0,0,20260705_211104_cee4mp__outer00__inner00__aug02,20260705_211104_cee4mp,user1,ই,output/user1/ই/ই_20260705_211104_cee4mp.mp4,0.954731,1.11542,3,0.09142,0.04783,0.009705
0,0,20260705_211104_cee4mp__outer00__inner00__aug03,20260705_211104_cee4mp,user1,ই,output/user1/ই/ই_20260705_211104_cee4mp.mp4,1.115801,1.00245,5,0.003115,0.004771,-0.012569
0,0,20260705_211129_q9xd7j__outer00__inner00__aug01,20260705_211129_q9xd7j,user1,ই,output/user1/ই/ই_20260705_211129_q9xd7j.mp4,1.003807,0.945282,5,0.051088,0.013139,-0.03329
0,0,20260705_211129_q9xd7j__outer00__inner00__aug02,20260705_211129_q9xd7j,user1,ই,output/user1/ই/ই_20260705_211129_q9xd7j.mp4,0.930507,0.883184,3,0.004129,0.038734,-0.041462
0,0,20260705_211129_q9xd7j__outer00__inner00__aug03,20260705_211129_q9xd7j,user1,ই,output/user1/ই/ই_20260705_211129_q9xd7j.mp4,1.022838,0.942308,5,0.049766,0.04413,-0.022331
0,0,20260705_211202_fwdefr__outer00__inner00__aug01,20260705_211202_fwdefr,user1,ই,output/user1/ই/ই_20260705_211202_fwdefr.mp4,1.074164,1.043239,5,0.025205,0.022364,0.032293
0,0,20260705_211202_fwdefr__outer00__inner00__aug02,20260705_211202_fwdefr,user1,ই,output/user1/ই/ই_20260705_211202_fwdefr.mp4,0.981217,1.054369,3,0.026201,-0.032047,0.039835
0,0,20260705_211202_fwdefr__outer00__inner00__aug03,20260705_211202_fwdefr,user1,ই,output/user1/ই/ই_20260705_211202_fwdefr.mp4,1.072141,0.901721,5,0.028059,-0.0249,-0.047482
0,0,20260705_211229_nco6f5__outer00__inner00__aug01,20260705_211229_nco6f5,user1,ই,output/user1/ই/ই_20260705_211229_nco6f5.mp4,0.860177,0.869497,5,0.068143,-0.019152,-0.043068
0,0,20260705_211229_nco6f5__outer00__inner00__aug02,20260705_211229_nco6f5,user1,ই,output/user1/ই/ই_20260705_211229_nco6f5.mp4,1.088117,0.962548,5,0.036007,0.031579,0.023681
0,0,20260705_211229_nco6f5__outer00__inner00__aug03,20260705_211229_nco6f5,user1,ই,output/user1/ই/ই_20260705_211229_nco6f5.mp4,1.018247,0.90204,3,0.018007,-0.046988,-0.012116
0,0,20260705_211257_5zxk15__outer00__inner00__aug01,20260705_211257_5zxk15,user1,ই,output/user1/ই/ই_20260705_211257_5zxk15.mp4,1.058345,0.9647,3,0.075141,-0.017981,0.029626
0,0,20260705_211257_5zxk15__outer00__inner00__aug02,20260705_211257_5zxk15,user1,ই,output/user1/ই/ই_20260705_211257_5zxk15.mp4,0.974499,1.126822,3,0.08949,-0.011114,0.008513
0,0,20260705_211257_5zxk15__outer00__inner00__aug03,20260705_211257_5zxk15,user1,ই,output/user1/ই/ই_20260705_211257_5zxk15.mp4,0.898815,1.08364,3,0.098312,-0.037271,-0.029635
0,0,20260705_211324_69n6hy__outer00__inner00__aug01,20260705_211324_69n6hy,user1,ই,output/user1/ই/ই_20260705_211324_69n6hy.mp4,1.044201,0.99721,5,0.041444,0.010054,-0.009282
0,0,20260705_211324_69n6hy__outer00__inner00__aug02,20260705_211324_69n6hy,user1,ই,output/user1/ই/ই_20260705_211324_69n6hy.mp4,0.989659,1.002072,3,0.02914,-6.4e-05,-0.014572
0,0,20260705_211324_69n6hy__outer00__inner00__aug03,20260705_211324_69n6hy,user1,ই,output/user1/ই/ই_20260705_211324_69n6hy.mp4,0.90735,1.091592,5,0.003217,0.033944,0.016883
0,0,20260705_213721_6edrqn__outer00__inner00__aug01,20260705_213721_6edrqn,user1,ঈ,output/user1/ঈ/ঈ_20260705_213721_6edrqn.mp4,0.921207,0.990535,5,0.010904,-0.037704,-0.034456
0,0,20260705_213721_6edrqn__outer00__inner00__aug02,20260705_213721_6edrqn,user1,ঈ,output/user1/ঈ/ঈ_20260705_213721_6edrqn.mp4,0.991329,1.005673,3,0.089012,-0.037544,-0.020121
0,0,20260705_213721_6edrqn__outer00__inner00__aug03,20260705_213721_6edrqn,user1,ঈ,output/user1/ঈ/ঈ_20260705_213721_6edrqn.mp4,1.062015,0.977164,3,0.053538,-0.027488,-0.026116
0,0,20260705_213804_scynf9__outer00__inner00__aug01,20260705_213804_scynf9,user1,ঈ,output/user1/ঈ/ঈ_20260705_213804_scynf9.mp4,0.876438,1.053235,5,0.055162,0.01043,0.00568
0,0,20260705_213804_scynf9__outer00__inner00__aug02,20260705_213804_scynf9,user1,ঈ,output/user1/ঈ/ঈ_20260705_213804_scynf9.mp4,1.129758,0.996912,3,0.077346,0.015656,0.032955
0,0,20260705_213804_scynf9__outer00__inner00__aug03,20260705_213804_scynf9,user1,ঈ,output/user1/ঈ/ঈ_20260705_213804_scynf9.mp4,1.089148,0.957441,5,0.090312,-0.006065,-0.009011
0,0,20260705_213852_tuebtl__outer00__inner00__aug01,20260705_213852_tuebtl,user1,ঈ,output/user1/ঈ/ঈ_20260705_213852_tuebtl.mp4,1.021783,0.957668,3,0.046364,-0.04059,-0.026834
0,0,20260705_213852_tuebtl__outer00__inner00__aug02,20260705_213852_tuebtl,user1,ঈ,output/user1/ঈ/ঈ_20260705_213852_tuebtl.mp4,1.12721,1.084291,5,0.046747,0.034935,0.023798
0,0,20260705_213852_tuebtl__outer00__inner00__aug03,20260705_213852_tuebtl,user1,ঈ,output/user1/ঈ/ঈ_20260705_213852_tuebtl.mp4,0.924822,0.915804,3,0.01959,0.038167,0.002205
0,0,20260705_213943_7qqvt7__outer00__inner00__aug01,20260705_213943_7qqvt7,user1,ঈ,output/user1/ঈ/ঈ_20260705_213943_7qqvt7.mp4,0.850685,1.045843,3,0.026229,-0.035225,0.00191
0,0,20260705_213943_7qqvt7__outer00__inner00__aug02,20260705_213943_7qqvt7,user1,ঈ,output/user1/ঈ/ঈ_20260705_213943_7qqvt7.mp4,0.926147,1.025364,3,0.060858,-0.035599,0.043045
0,0,20260705_213943_7qqvt7__outer00__inner00__aug03,20260705_213943_7qqvt7,user1,ঈ,output/user1/ঈ/ঈ_20260705_213943_7qqvt7.mp4,1.103608,1.064207,5,0.01172,0.026438,-0.018425
0,0,20260705_214029_z7ddbl__outer00__inner00__aug01,20260705_214029_z7ddbl,user1,ঈ,output/user1/ঈ/ঈ_20260705_214029_z7ddbl.mp4,1.111602,1.104421,3,0.076299,-0.042201,-0.023109
0,0,20260705_214029_z7ddbl__outer00__inner00__aug02,20260705_214029_z7ddbl,user1,ঈ,output/user1/ঈ/ঈ_20260705_214029_z7ddbl.mp4,1.074924,0.866022,3,0.048748,-0.010739,0.036437
0,0,20260705_214029_z7ddbl__outer00__inner00__aug03,20260705_214029_z7ddbl,user1,ঈ,output/user1/ঈ/ঈ_20260705_214029_z7ddbl.mp4,0.958468,1.08477,5,0.073023,-0.042822,-0.038377
0,0,20260705_214107_b894ld__outer00__inner00__aug01,20260705_214107_b894ld,user1,ঈ,output/user1/ঈ/ঈ_20260705_214107_b894ld.mp4,1.089678,0.854479,3,0.092003,-0.001568,-0.01447
0,0,20260705_214107_b894ld__outer00__inner00__aug02,20260705_214107_b894ld,user1,ঈ,output/user1/ঈ/ঈ_20260705_214107_b894ld.mp4,1.040904,1.111526,5,0.073554,-0.029175,-0.028801
0,0,20260705_214107_b894ld__outer00__inner00__aug03,20260705_214107_b894ld,user1,ঈ,output/user1/ঈ/ঈ_20260705_214107_b894ld.mp4,1.057577,0.907157,5,0.020701,0.034818,0.023183
0,0,20260705_215457_yruoxw__outer00__inner00__aug01,20260705_215457_yruoxw,user1,ঈ,output/user1/ঈ/ঈ_20260705_215457_yruoxw.mp4,0.853312,1.097992,5,0.032944,-0.0031,-0.039995
0,0,20260705_215457_yruoxw__outer00__inner00__aug02,20260705_215457_yruoxw,user1,ঈ,output/user1/ঈ/ঈ_20260705_215457_yruoxw.mp4,1.024113,1.060754,3,0.027343,0.008628,0.048104
0,0,20260705_215457_yruoxw__outer00__inner00__aug03,20260705_215457_yruoxw,user1,ঈ,output/user1/ঈ/ঈ_20260705_215457_yruoxw.mp4,0.85426,1.123289,3,0.018899,-0.000652,-0.038989
0,0,20260705_215539_dr61qv__outer00__inner00__aug01,20260705_215539_dr61qv,user1,ঈ,output/user1/ঈ/ঈ_20260705_215539_dr61qv.mp4,0.910564,1.0112,5,0.077872,-0.026944,-0.032687
0,0,20260705_215539_dr61qv__outer00__inner00__aug02,20260705_215539_dr61qv,user1,ঈ,output/user1/ঈ/ঈ_20260705_215539_dr61qv.mp4,1.067447,1.031561,5,0.071231,0.008742,0.042251
0,0,20260705_215539_dr61qv__outer00__inner00__aug03,20260705_215539_dr61qv,user1,ঈ,output/user1/ঈ/ঈ_20260705_215539_dr61qv.mp4,0.899023,0.882729,5,0.066989,-0.003355,0.040654
0,0,20260705_215654_07cd7w__outer00__inner00__aug01,20260705_215654_07cd7w,user1,ঈ,output/user1/ঈ/ঈ_20260705_215654_07cd7w.mp4,0.961338,0.940809,3,0.079602,-0.028835,-0.037618
0,0,20260705_215654_07cd7w__outer00__inner00__aug02,20260705_215654_07cd7w,user1,ঈ,output/user1/ঈ/ঈ_20260705_215654_07cd7w.mp4,1.039565,0.99442,3,0.046113,0.040244,0.004477
0,0,20260705_215654_07cd7w__outer00__inner00__aug03,20260705_215654_07cd7w,user1,ঈ,output/user1/ঈ/ঈ_20260705_215654_07cd7w.mp4,0.964567,0.98972,5,0.04464,-0.024004,-0.005128
0,0,20260705_215745_i5n9h7__outer00__inner00__aug01,20260705_215745_i5n9h7,user1,ঈ,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.mp4,1.01362,1.094491,5,0.073797,-0.009756,0.048234
0,0,20260705_215745_i5n9h7__outer00__inner00__aug02,20260705_215745_i5n9h7,user1,ঈ,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.mp4,0.875637,0.892962,3,0.097465,0.025592,-0.020354
0,0,20260705_215745_i5n9h7__outer00__inner00__aug03,20260705_215745_i5n9h7,user1,ঈ,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.mp4,1.110246,1.107671,5,0.044017,0.018793,0.000213
0,0,20260704_232121_lcxi4y__outer00__inner00__aug01,20260704_232121_lcxi4y,user2,অ,output/user2/অ/অ_20260704_232121_lcxi4y.mp4,1.078658,0.856789,3,0.027826,0.000149,-0.048559
0,0,20260704_232121_lcxi4y__outer00__inner00__aug02,20260704_232121_lcxi4y,user2,অ,output/user2/অ/অ_20260704_232121_lcxi4y.mp4,0.951418,0.856164,3,0.040139,-0.005156,0.023372
0,0,20260704_232121_lcxi4y__outer00__inner00__aug03,20260704_232121_lcxi4y,user2,অ,output/user2/অ/অ_20260704_232121_lcxi4y.mp4,1.020615,0.901839,3,0.002746,0.012182,0.008594
0,0,20260728_232630_znnts0__outer00__inner00__aug01,20260728_232630_znnts0,user2,অ,output/user2/অ/অ_20260728_232630_znnts0.mp4,1.068134,0.862519,3,0.090776,0.005808,-0.014929
