sample_id,user_id,label,json_path,image_path,video_path,device,created_at,raw_points,clean_points,dropped_invalid,dropped_repeated,dropped_jumps,num_strokes,bbox_width,bbox_height,bbox_scale,test_fold_id,warnings
20260705_211202_fwdefr,user1,ই,output/user1/ই/ই_20260705_211202_fwdefr.json,output/user1/ই/ই_20260705_211202_fwdefr.png,output/user1/ই/ই_20260705_211202_fwdefr.mp4,Linux Chrome desktop,2026-07-05T15:12:02.571Z,238,238,0,0,0,3,0.502905,0.564916,0.564916,1,
20260705_211229_nco6f5,user1,ই,output/user1/ই/ই_20260705_211229_nco6f5.json,output/user1/ই/ই_20260705_211229_nco6f5.png,output/user1/ই/ই_20260705_211229_nco6f5.mp4,Linux Chrome desktop,2026-07-05T15:12:29.901Z,192,192,0,0,0,4,0.467582,0.583867,0.583867,1,
20260705_211257_5zxk15,user1,ই,output/user1/ই/ই_20260705_211257_5zxk15.json,output/user1/ই/ই_20260705_211257_5zxk15.png,output/user1/ই/ই_20260705_211257_5zxk15.mp4,Linux Chrome desktop,2026-07-05T15:12:57.301Z,193,193,0,0,0,3,0.439204,0.469475,0.469475,1,
20260705_211324_69n6hy,user1,ই,output/user1/ই/ই_20260705_211324_69n6hy.json,output/user1/ই/ই_20260705_211324_69n6hy.png,output/user1/ই/ই_20260705_211324_69n6hy.mp4,Linux Chrome desktop,2026-07-05T15:13:24.464Z,240,240,0,0,0,10,0.528075,0.554679,0.554679,1,
20260705_213721_6edrqn,user1,ঈ,output/user1/ঈ/ঈ_20260705_213721_6edrqn.json,output/user1/ঈ/ঈ_20260705_213721_6edrqn.png,output/user1/ঈ/ঈ_20260705_213721_6edrqn.mp4,Linux Chrome desktop,2026-07-05T15:37:21.634Z,224,224,0,0,0,3,0.542404,0.499013,0.542404,1,
20260705_213804_scynf9,user1,ঈ,output/user1/ঈ/ঈ_20260705_213804_scynf9.json,output/user1/ঈ/ঈ_20260705_213804_scynf9.png,output/user1/ঈ/ঈ_20260705_213804_scynf9.mp4,Linux Chrome desktop,2026-07-05T15:38:04.513Z,215,215,0,0,0,4,0.450497,0.475943,0.475943,1,
20260705_213852_tuebtl,user1,ঈ,output/user1/ঈ/ঈ_20260705_213852_tuebtl.json,output/user1/ঈ/ঈ_20260705_213852_tuebtl.png,output/user1/ঈ/ঈ_20260705_213852_tuebtl.mp4,Linux Chrome desktop,2026-07-05T15:38:52.607Z,289,289,0,0,0,2,0.48472,0.600942,0.600942,1,
20260705_213943_7qqvt7,user1,ঈ,output/user1/ঈ/ঈ_20260705_213943_7qqvt7.json,output/user1/ঈ/ঈ_20260705_213943_7qqvt7.png,output/user1/ঈ/ঈ_20260705_213943_7qqvt7.mp4,Linux Chrome desktop,2026-07-05T15:39:43.527Z,200,200,0,0,0,1,0.401345,0.519361,0.519361,1,
20260705_214029_z7ddbl,user1,ঈ,output/user1/ঈ/ঈ_20260705_214029_z7ddbl.json,output/user1/ঈ/ঈ_20260705_214029_z7ddbl.png,output/user1/ঈ/ঈ_20260705_214029_z7ddbl.mp4,Linux Chrome desktop,2026-07-05T15:40:29.331Z,344,344,0,0,0,1,0.411996,0.504899,0.504899,1,
20260705_214107_b894ld,user1,ঈ,output/user1/ঈ/ঈ_20260705_214107_b894ld.json,output/user1/ঈ/ঈ_20260705_214107_b894ld.png,output/user1/ঈ/ঈ_20260705_214107_b894ld.mp4,Linux Chrome desktop,2026-07-05T15:41:07.880Z,238,238,0,0,0,4,0.452977,0.607122,0.607122,1,
20260705_215457_yruoxw,user1,ঈ,output/user1/ঈ/ঈ_20260705_215457_yruoxw.json,output/user1/ঈ/ঈ_20260705_215457_yruoxw.png,output/user1/ঈ/ঈ_20260705_215457_yruoxw.mp4,Linux Chrome desktop,2026-07-05T15:54:57.909Z,246,246,0,0,0,5,0.523521,0.591909,0.591909,1,
20260705_215539_dr61qv,user1,ঈ,output/user1/ঈ/ঈ_20260705_215539_dr61qv.json,output/user1/ঈ/ঈ_20260705_215539_dr61qv.png,output/user1/ঈ/ঈ_20260705_215539_dr61qv.mp4,Linux Chrome desktop,2026-07-05T15:55:39.424Z,236,236,0,0,0,5,0.474965,0.609404,0.609404,1,
20260705_215654_07cd7w,user1,ঈ,output/user1/ঈ/ঈ_20260705_215654_07cd7w.json,output/user1/ঈ/ঈ_20260705_215654_07cd7w.png,output/user1/ঈ/ঈ_20260705_215654_07cd7w.mp4,Linux Chrome desktop,2026-07-05T15:56:54.824Z,249,249,0,0,0,11,0.421475,0.580668,0.580668,1,
20260705_215745_i5n9h7,user1,ঈ,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.json,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.png,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.mp4,Linux Chrome desktop,2026-07-05T15:57:45.837Z,322,322,0,0,0,3,0.493217,0.554714,0.554714,1,
20260704_232121_lcxi4y,user2,অ,output/user2/অ/অ_20260704_232121_lcxi4y.json,output/user2/অ/অ_20260704_232121_lcxi4y.png,output/user2/অ/অ_20260704_232121_lcxi4y.mp4,macOS Chrome desktop,2026-07-04T17:21:21.362Z,1033,1033,0,0,0,3,0.427397,0.353933,0.427397,2,
20260728_232630_znnts0,user2,অ,output/user2/অ/অ_20260728_232630_znnts0.json,output/user2/অ/অ_20260728_232630_znnts0.png,output/user2/অ/অ_20260728_232630_znnts0.mp4,Linux Chrome desktop,2026-07-28T17:26:30.994Z,187,187,0,0,0,3,0.48192,0.307194,0.48192,2,
20260728_232652_hdsmyh,user2,অ,output/user2/অ/অ_20260728_232652_hdsmyh.json,output/user2/অ/অ_20260728_232652_hdsmyh.png,output/user2/অ/অ_20260728_232652_hdsmyh.mp4,Linux Chrome desktop,2026-07-28T17:26:52.983Z,180,180,0,0,0,2,0.386843,0.340777,0.386843,2,
20260728_232714_hincfq,user2,অ,output/user2/অ/অ_20260728_232714_hincfq.json,output/user2/অ/অ_20260728_232714_hincfq.png,output/user2/অ/অ_20260728_232714_hincfq.mp4,Linux Chrome desktop,2026-07-28T17:27:14.986Z,141,141,0,0,0,2,0.406396,0.461107,0.461107,2,
20260728_232741_j1gvgu,user2,অ,output/user2/অ/অ_20260728_232741_j1gvgu.json,output/user2/অ/অ_20260728_232741_j1gvgu.png,output/user2/অ/অ_20260728_232741_j1gvgu.mp4,Linux Chrome desktop,2026-07-28T17:27:41.808Z,207,207,0,0,0,2,0.266003,0.30065,0.30065,2,
20260704_232148_mqf5ea,user2,আ,output/user2/আ/আ_20260704_232148_mqf5ea.json,output/user2/আ/আ_20260704_232148_mqf5ea.png,output/user2/আ/আ_20260704_232148_mqf5ea.mp4,macOS Chrome desktop,2026-07-04T17:21:48.080Z,1137,1137,0,0,0,4,0.554982,0.416947,0.554982,2,
20260728_232436_9i4gi8,user2,আ,output/user2/আ/আ_20260728_232436_9i4gi8.json,output/user2/আ/আ_20260728_232436_9i4gi8.png,output/user2/আ/আ_20260728_232436_9i4gi8.mp4,Linux Chrome desktop,2026-07-28T17:24:36.846Z,256,256,0,0,0,5,0.546262,0.28878,0.546262,2,
20260728_232459_m6l3cf,user2,আ,output/user2/আ/আ_20260728_232459_m6l3cf.json,output/user2/আ/আ_20260728_232459_m6l3cf.png,output/user2/আ/আ_20260728_232459_m6l3cf.mp4,Linux Chrome desktop,2026-07-28T17:24:59.419Z,161,161,0,0,0,3,0.465688,0.337044,0.465688,2,
20260728_232520_l4uaan,user2,আ,output/user2/আ/আ_20260728_232520_l4uaan.json,output/user2/আ/আ_20260728_232520_l4uaan.png,output/user2/আ/আ_20260728_232520_l4uaan.mp4,Linux Chrome desktop,2026-07-28T17:25:20.068Z,169,169,0,0,0,2,0.391887,0.243594,0.391887,2,
20260728_232556_dwfz7c,user2,আ,output/user2/আ/আ_20260728_232556_dwfz7c.json,output/user2/আ/আ_20260728_232556_dwfz7c.png,output/user2/আ/আ_20260728_232556_dwfz7c.mp4,Linux Chrome desktop,2026-07-28T17:25:56.282Z,168,168,0,0,0,3,0.623294,0.676305,0.676305,2,
20260704_232218_jf6rio,user2,ই,output/user2/ই/ই_20260704_232218_jf6rio.json,output/user2/ই/ই_20260704_232218_jf6rio.png,output/user2/ই/ই_20260704_232218_jf6rio.mp4,macOS Chrome desktop,2026-07-04T17:22:18.145Z,575,575,0,0,0,8,0.333646,0.476162,0.476162,2,
20260728_232810_781yo6,user2,ই,output/user2/ই/ই_20260728_232810_781yo6.json,output/user2/ই/ই_20260728_232810_781yo6.png,output/user2/ই/ই_20260728_232810_781yo6.mp4,Linux Chrome desktop,2026-07-28T17:28:10.461Z,137,137,0,0,0,4,0.455804,0.647083,0.647083,2,
20260728_232836_pvgrxn,user2,ই,output/user2/ই/ই_20260728_232836_pvgrxn.json,output/user2/ই/ই_20260728_232836_pvgrxn.png,output/user2/ই/ই_20260728_232836_pvgrxn.mp4,Linux Chrome desktop,2026-07-28T17:28:36.067Z,156,156,0,0,0,4,0.428705,0.530594,0.530594,2,
20260728_233118_pcjncu,user2,ই,output/user2/ই/ই_20260728_233118_pcjncu.json,output/user2/ই/ই_20260728_233118_pcjncu.png,output/user2/ই/ই_20260728_233118_pcjncu.mp4,Linux Chrome desktop,2026-07-28T17:31:18.504Z,221,221,0,0,0,2,0.419316,0.557438,0.557438,2,
20260728_233205_n417cm,user2,ই,output/user2/ই/ই_20260728_233205_n417cm.json,output/user2/ই/ই_20260728_233205_n417cm.png,output/user2/ই/ই_20260728_233205_n417cm.mp4,Linux Chrome desktop,2026-07-28T17:32:05.957Z,176,176,0,0,0,2,0.442832,0.575458,0.575458,2,
20260704_232243_1fsapx,user2,ঈ,output/user2/ঈ/ঈ_20260704_232243_1fsapx.json,output/user2/ঈ/ঈ_20260704_232243_1fsapx.png,output/user2/ঈ/ঈ_20260704_232243_1fsapx.mp4,macOS Chrome desktop,2026-07-04T17:22:43.813Z,1051,1051,0,0,0,25,0.404355,0.470253,0.470253,2,
20260728_233238_q39ioy,user2,ঈ,output/user2/ঈ/ঈ_20260728_233238_q39ioy.json,output/user2/ঈ/ঈ_20260728_233238_q39ioy.png,output/user2/ঈ/ঈ_20260728_233238_q39ioy.mp4,Linux Chrome desktop,2026-07-28T17:32:38.672Z,144,144,0,0,0,2,0.471308,0.502526,0.502526,2,
20260728_233302_e8k0ge,user2,ঈ,output/user2/ঈ/ঈ_20260728_233302_e8k0ge.json,output/user2/ঈ/ঈ_20260728_233302_e8k0ge.png,output/user2/ঈ/ঈ_20260728_233302_e8k0ge.mp4,Linux Chrome desktop,2026-07-28T17:33:02.980Z,186,186,0,0,0,6,0.429374,0.433671,0.433671,2,
20260728_233333_nvf18a,user2,ঈ,output/user2/ঈ/ঈ_20260728_233333_nvf18a.json,output/user2/ঈ/ঈ_20260728_233333_nvf18a.png,output/user2/ঈ/ঈ_20260728_233333_nvf18a.mp4,Linux Chrome desktop,2026-07-28T17:33:33.051Z,258,258,0,0,0,2,0.535307,0.533285,0.535307,2,
20260728_233359_9wg8n4,user2,ঈ,output/user2/ঈ/ঈ_20260728_233359_9wg8n4.json,output/user2/ঈ/ঈ_20260728_233359_9wg8n4.png,output/user2/ঈ/ঈ_20260728_233359_9wg8n4.mp4,Linux Chrome desktop,2026-07-28T17:33:59.720Z,218,218,0,0,0,3,0.494122,0.469639,0.494122,2,
20260711_200812_18txgi,user3,অ,output/user3/অ/অ_20260711_200812_18txgi.json,output/user3/অ/অ_20260711_200812_18txgi.png,output/user3/অ/অ_20260711_200812_18txgi.mp4,Linux Chrome desktop,2026-07-11T14:08:12.108Z,187,187,0,0,0,14,0.233153,0.324545,0.324545,3,
20260711_200917_z1na4w,user3,অ,output/user3/অ/অ_20260711_200917_z1na4w.json,output/user3/অ/অ_20260711_200917_z1na4w.png,output/user3/অ/অ_20260711_200917_z1na4w.mp4,Linux Chrome desktop,2026-07-11T14:09:17.809Z,240,240,0,0,0,25,0.402366,0.45482,0.45482,3,
20260711_200954_0muns4,user3,অ,output/user3/অ/অ_20260711_200954_0muns4.json,output/user3/অ/অ_20260711_200954_0muns4.png,output/user3/অ/অ_20260711_200954_0muns4.mp4,Linux Chrome desktop,2026-07-11T14:09:54.248Z,229,229,0,0,0,7,0.351293,0.298357,0.351293,3,
20260711_201110_jw6cqh,user3,অ,output/user3/অ/অ_20260711_201110_jw6cqh.json,output/user3/অ/অ_20260711_201110_jw6cqh.png,output/user3/অ/অ_20260711_201110_jw6cqh.mp4,Linux Chrome desktop,2026-07-11T14:11:10.932Z,181,181,0,0,0,24,0.385039,0.420218,0.420218,3,
20260711_201208_6ylgz1,user3,অ,output/user3/অ/অ_20260711_201208_6ylgz1.json,output/user3/অ/অ_20260711_201208_6ylgz1.png,output/user3/অ/অ_20260711_201208_6ylgz1.mp4,Linux Chrome desktop,2026-07-11T14:12:08.535Z,226,226,0,0,0,8,0.474576,0.483045,0.483045,3,
20260711_201526_9elfv0,user3,অ,output/user3/অ/অ_20260711_201526_9elfv0.json,output/user3/অ/অ_20260711_201526_9elfv0.png,output/user3/অ/অ_20260711_201526_9elfv0.mp4,Linux Chrome desktop,2026-07-11T14:15:26.348Z,218,218,0,0,0,13,0.455978,0.381815,0.455978,3,
20260711_201609_iv7642,user3,অ,output/user3/অ/অ_20260711_201609_iv7642.json,output/user3/অ/অ_20260711_201609_iv7642.png,output/user3/অ/অ_20260711_201609_iv7642.mp4,Linux Chrome desktop,2026-07-11T14:16:09.284Z,201,201,0,0,0,8,0.309347,0.363402,0.363402,3,
20260711_201811_0znu6g,user3,অ,output/user3/অ/অ_20260711_201811_0znu6g.json,output/user3/অ/অ_20260711_201811_0znu6g.png,output/user3/অ/অ_20260711_201811_0znu6g.mp4,Linux Chrome desktop,2026-07-11T14:18:11.166Z,199,199,0,0,0,28,0.294926,0.234212,0.294926,3,
20260711_201916_nc9ara,user3,অ,output/user3/অ/অ_20260711_201916_nc9ara.json,output/user3/অ/অ_20260711_201916_nc9ara.png,output/user3/অ/অ_20260711_201916_nc9ara.mp4,Linux Chrome desktop,2026-07-11T14:19:16.889Z,126,126,0,0,0,10,0.235738,0.230824,0.235738,3,
20260711_201953_sai9ew,user3,অ,output/user3/অ/অ_20260711_201953_sai9ew.json,output/user3/অ/অ_20260711_201953_sai9ew.png,output/user3/অ/অ_20260711_201953_sai9ew.mp4,Linux Chrome desktop,2026-07-11T14:19:53.452Z,244,244,0,0,0,16,0.37635,0.314384,0.37635,3,
20260711_202025_bntr0i,user3,অ,output/user3/অ/অ_20260711_202025_bntr0i.json,output/user3/অ/অ_20260711_202025_bntr0i.png,output/user3/অ/অ_20260711_202025_bntr0i.mp4,Linux Chrome desktop,2026-07-11T14:20:25.830Z,199,199,0,0,0,9,0.405736,0.337373,0.405736,3,
20260711_202714_mwa7m1,user3,অ,output/user3/অ/অ_20260711_202714_mwa7m1.json,output/user3/অ/অ_20260711_202714_mwa7m1.png,output/user3/অ/অ_20260711_202714_mwa7m1.mp4,Linux Chrome desktop,2026-07-11T14:27:14.175Z,172,172,0,0,0,34,0.316761,0.25191,0.316761,3,
20260711_202846_kmy51g,user3,অ,output/user3/অ/অ_20260711_202846_kmy51g.json,output/user3/অ/অ_20260711_202846_kmy51g.png,output/user3/অ/অ_20260711_202846_kmy51g.mp4,Linux Chrome desktop,2026-07-11T14:28:46.080Z,124,124,0,0,0,18,0.402193,0.261227,0.402193,3,
20260711_203013_i4o0om,user3,অ,output/user3/অ/অ_20260711_203013_i4o0om.json,output/user3/অ/অ_20260711_203013_i4o0om.png,output/user3/অ/অ_20260711_203013_i4o0om.mp4,Linux Chrome desktop,2026-07-11T14:30:13.619Z,179,179,0,0,0,27,0.304172,0.303032,0.304172,3,
20260711_203112_15gnzj,user3,অ,output/user3/অ/অ_20260711_203112_15gnzj.json,output/user3/অ/অ_20260711_203112_15gnzj.png,output/user3/অ/অ_20260711_203112_15gnzj.mp4,Linux Chrome desktop,2026-07-11T14:31:12.769Z,157,157,0,0,0,19,0.343951,0.220981,0.343951,3,
20260711_205524_jbk5pv,user3,আ,output/user3/আ/আ_20260711_205524_jbk5pv.json,output/user3/আ/আ_20260711_205524_jbk5pv.png,output/user3/আ/আ_20260711_205524_jbk5pv.mp4,Linux Chrome desktop,2026-07-11T14:55:24.081Z,197,197,0,0,0,5,0.379589,0.230239,0.379589,3,
20260711_205559_azslan,user3,আ,output/user3/আ/আ_20260711_205559_azslan.json,output/user3/আ/আ_20260711_205559_azslan.png,output/user3/আ/আ_20260711_205559_azslan.mp4,Linux Chrome desktop,2026-07-11T14:55:59.310Z,252,252,0,0,0,19,0.37887,0.315553,0.37887,3,
20260711_205630_gydvnp,user3,আ,output/user3/আ/আ_20260711_205630_gydvnp.json,output/user3/আ/আ_20260711_205630_gydvnp.png,output/user3/আ/আ_20260711_205630_gydvnp.mp4,Linux Chrome desktop,2026-07-11T14:56:30.248Z,198,198,0,0,0,14,0.480937,0.333981,0.480937,3,
20260711_205707_n57400,user3,আ,output/user3/আ/আ_20260711_205707_n57400.json,output/user3/আ/আ_20260711_205707_n57400.png,output/user3/আ/আ_20260711_205707_n57400.mp4,Linux Chrome desktop,2026-07-11T14:57:07.290Z,157,157,0,0,0,9,0.343288,0.203963,0.343288,3,
20260711_205748_usnulf,user3,আ,output/user3/আ/আ_20260711_205748_usnulf.json,output/user3/আ/আ_20260711_205748_usnulf.png,output/user3/আ/আ_20260711_205748_usnulf.mp4,Linux Chrome desktop,2026-07-11T14:57:48.897Z,235,235,0,0,0,39,0.404714,0.248356,0.404714,3,
20260711_211455_ab7vb3,user4,অ,output/user4/অ/অ_20260711_211455_ab7vb3.json,output/user4/অ/অ_20260711_211455_ab7vb3.png,output/user4/অ/অ_20260711_211455_ab7vb3.mp4,macOS Chrome desktop,2026-07-11T15:14:55.509Z,535,535,0,0,0,3,0.372879,0.261383,0.372879,4,
20260711_214733_y28o8p,user4,অ,output/user4/অ/অ_20260711_214733_y28o8p.json,output/user4/অ/অ_20260711_214733_y28o8p.png,output/user4/অ/অ_20260711_214733_y28o8p.mp4,macOS Chrome desktop,2026-07-11T15:47:33.695Z,651,651,0,0,0,8,0.382461,0.318547,0.382461,4,
20260711_214747_h8ad4n,user4,অ,output/user4/অ/অ_20260711_214747_h8ad4n.json,output/user4/অ/অ_20260711_214747_h8ad4n.png,output/user4/অ/অ_20260711_214747_h8ad4n.mp4,macOS Chrome desktop,2026-07-11T15:47:47.213Z,556,556,0,0,0,1,0.381882,0.307718,0.381882,4,
