outer_fold_id,inner_fold_id,augmented_sample_id,source_sample_id,role,user_id,label,rotation_deg,scale,translation_x,translation_y,jitter_sigma,point_dropout_rate,temporal_warp
0,0,20260704_230243_20ggrl__outer00__inner00__aug02,20260704_230243_20ggrl,train,user1,অ,5.99912,1.009685,0.005163,0.009214,0.003395,0.057437,1.164912
0,0,20260704_230243_20ggrl__outer00__inner00__aug03,20260704_230243_20ggrl,train,user1,অ,3.109694,0.99267,0.011972,0.006253,0.006606,0.067507,1.15177
0,0,20260704_230314_biogka__outer00__inner00__aug01,20260704_230314_biogka,train,user1,অ,0.150433,1.024418,0.046553,-0.018334,0.007881,0.063868,1.209634
0,0,20260704_230314_biogka__outer00__inner00__aug02,20260704_230314_biogka,train,user1,অ,-3.260413,0.911632,-0.015467,-0.040295,0.007687,0.037016,1.106979
0,0,20260704_230314_biogka__outer00__inner00__aug03,20260704_230314_biogka,train,user1,অ,2.810714,1.065999,-0.036661,-0.03204,0.00696,0.048754,1.232305
0,0,20260704_230343_z76un4__outer00__inner00__aug01,20260704_230343_z76un4,train,user1,অ,1.090181,0.997372,-0.026707,0.026717,0.007512,0.06878,0.860316
0,0,20260704_230343_z76un4__outer00__inner00__aug02,20260704_230343_z76un4,train,user1,অ,0.937578,1.019965,0.025767,0.011525,0.003884,0.056776,1.177375
0,0,20260704_230343_z76un4__outer00__inner00__aug03,20260704_230343_z76un4,train,user1,অ,-6.35217,1.080617,-0.035709,0.037537,0.007264,0.05798,1.065729
0,0,20260704_230438_1by20a__outer00__inner00__aug01,20260704_230438_1by20a,train,user1,অ,-1.614805,0.969493,-0.016415,-0.015198,0.005793,0.043465,1.181712
0,0,20260704_230438_1by20a__outer00__inner00__aug02,20260704_230438_1by20a,train,user1,অ,4.96915,0.918793,-0.006157,-0.001848,0.004003,0.05568,0.833555
0,0,20260704_230438_1by20a__outer00__inner00__aug03,20260704_230438_1by20a,train,user1,অ,-6.253752,1.001951,0.005044,-0.044383,0.006846,0.043405,1.041397
0,0,20260704_230508_zz8agk__outer00__inner00__aug01,20260704_230508_zz8agk,train,user1,অ,1.517612,1.036689,-0.027966,-0.006578,0.003396,0.030973,0.921253
0,0,20260704_230508_zz8agk__outer00__inner00__aug02,20260704_230508_zz8agk,train,user1,অ,0.628118,0.934376,-0.033254,-0.018181,0.007538,0.031271,0.964953
0,0,20260704_230508_zz8agk__outer00__inner00__aug03,20260704_230508_zz8agk,train,user1,অ,3.360221,0.977999,-0.045928,0.033645,0.003553,0.052249,0.832155
0,0,20260704_230530_8783vw__outer00__inner00__aug01,20260704_230530_8783vw,train,user1,অ,-0.100406,1.014645,0.041036,-0.005785,0.007406,0.078723,1.245391
0,0,20260704_230530_8783vw__outer00__inner00__aug02,20260704_230530_8783vw,train,user1,অ,-0.862098,0.97471,-0.031758,-0.048149,0.004762,0.070155,1.047784
0,0,20260704_230530_8783vw__outer00__inner00__aug03,20260704_230530_8783vw,train,user1,অ,3.001896,1.001841,0.029039,0.039545,0.004273,0.068192,0.974491
0,0,20260704_230601_9fuwl5__outer00__inner00__aug01,20260704_230601_9fuwl5,train,user1,অ,-3.053346,0.968999,0.00049,-0.049253,0.006566,0.067782,1.102168
0,0,20260704_230601_9fuwl5__outer00__inner00__aug02,20260704_230601_9fuwl5,train,user1,অ,0.394709,0.903034,-0.018426,0.045561,0.006192,0.072376,0.820167
0,0,20260704_230601_9fuwl5__outer00__inner00__aug03,20260704_230601_9fuwl5,train,user1,অ,-3.180894,0.965682,0.043742,0.011798,0.004597,0.078018,1.174933
0,0,20260704_230631_iep9zz__outer00__inner00__aug01,20260704_230631_iep9zz,train,user1,অ,-0.492296,0.99461,-0.017201,0.015056,0.00542,0.044008,0.887718
0,0,20260704_230631_iep9zz__outer00__inner00__aug02,20260704_230631_iep9zz,train,user1,অ,6.207089,0.992048,-0.042765,0.035187,0.006933,0.056348,0.807494
0,0,20260704_230631_iep9zz__outer00__inner00__aug03,20260704_230631_iep9zz,train,user1,অ,-4.53833,0.941461,0.045828,-0.003322,0.007223,0.060728,1.105679
0,0,20260709_222041_giojuy__outer00__inner00__aug01,20260709_222041_giojuy,train,user1,অ,-1.417117,0.931995,0.003385,-0.034941,0.005085,0.042034,0.868461
0,0,20260709_222041_giojuy__outer00__inner00__aug02,20260709_222041_giojuy,train,user1,অ,-2.942145,0.95218,0.036871,-0.007073,0.006084,0.056831,1.098781
0,0,20260709_222041_giojuy__outer00__inner00__aug03,20260709_222041_giojuy,train,user1,অ,-4.385983,0.990743,-0.038668,-0.036422,0.004275,0.065789,0.975097
0,0,20260704_230720_4nlmlz__outer00__inner00__aug01,20260704_230720_4nlmlz,train,user1,আ,6.488232,0.932661,0.027165,0.010633,0.003096,0.072455,0.84009
0,0,20260704_230720_4nlmlz__outer00__inner00__aug02,20260704_230720_4nlmlz,train,user1,আ,-1.977384,1.003198,-0.035747,0.004139,0.007784,0.040916,1.018923
0,0,20260704_230720_4nlmlz__outer00__inner00__aug03,20260704_230720_4nlmlz,train,user1,আ,2.195494,1.001251,0.041783,0.038308,0.005558,0.079599,1.090351
0,0,20260704_230748_cofjqd__outer00__inner00__aug01,20260704_230748_cofjqd,train,user1,আ,6.76542,0.972834,-0.018243,-0.009073,0.004596,0.068081,1.131779
0,0,20260704_230748_cofjqd__outer00__inner00__aug02,20260704_230748_cofjqd,train,user1,আ,-6.039495,0.92244,0.015086,-0.032314,0.00354,0.049042,0.854632
0,0,20260704_230748_cofjqd__outer00__inner00__aug03,20260704_230748_cofjqd,train,user1,আ,-6.073245,1.087235,0.04064,-0.015798,0.005231,0.052904,0.957238
0,0,20260704_230823_p4djtm__outer00__inner00__aug01,20260704_230823_p4djtm,train,user1,আ,0.716711,1.037583,-0.040289,0.008792,0.007702,0.062857,1.241462
0,0,20260704_230823_p4djtm__outer00__inner00__aug02,20260704_230823_p4djtm,train,user1,আ,2.718265,0.940417,-0.018114,0.017938,0.005023,0.035457,0.860502
0,0,20260704_230823_p4djtm__outer00__inner00__aug03,20260704_230823_p4djtm,train,user1,আ,-6.21175,1.00234,0.012368,0.024175,0.005785,0.040406,1.238223
0,0,20260704_230900_jm6b9y__outer00__inner00__aug01,20260704_230900_jm6b9y,train,user1,আ,4.248974,1.052841,-0.030275,0.03343,0.003585,0.044196,1.052486
0,0,20260704_230900_jm6b9y__outer00__inner00__aug02,20260704_230900_jm6b9y,train,user1,আ,2.984009,0.948585,0.029484,-0.012352,0.007398,0.030678,0.901965
0,0,20260704_230900_jm6b9y__outer00__inner00__aug03,20260704_230900_jm6b9y,train,user1,আ,-3.96403,0.917216,-0.007114,-0.045065,0.003767,0.03666,0.886164
0,0,20260704_230941_ogdcp4__outer00__inner00__aug01,20260704_230941_ogdcp4,train,user1,আ,-1.299492,0.966412,-0.001115,0.048711,0.007592,0.034379,1.185814
0,0,20260704_230941_ogdcp4__outer00__inner00__aug02,20260704_230941_ogdcp4,train,user1,আ,-1.9729,1.039019,0.003691,-0.015717,0.004737,0.078298,0.928855
0,0,20260704_230941_ogdcp4__outer00__inner00__aug03,20260704_230941_ogdcp4,train,user1,আ,-5.59076,0.908305,0.035419,-0.009122,0.003675,0.048852,1.134006
0,0,20260704_231010_4ha6y7__outer00__inner00__aug01,20260704_231010_4ha6y7,train,user1,আ,2.522139,0.926063,-0.007884,0.034449,0.00666,0.074521,0.849112
0,0,20260704_231010_4ha6y7__outer00__inner00__aug02,20260704_231010_4ha6y7,train,user1,আ,-4.226044,1.010826,0.025708,0.015823,0.006428,0.059657,0.849574
0,0,20260704_231010_4ha6y7__outer00__inner00__aug03,20260704_231010_4ha6y7,train,user1,আ,1.928322,1.020201,0.030706,0.026827,0.004675,0.047266,0.83952
0,0,20260728_232136_0wkg0v__outer00__inner00__aug01,20260728_232136_0wkg0v,train,user1,আ,-3.39479,0.999192,-0.03882,-0.032611,0.007016,0.031954,1.223621
0,0,20260728_232136_0wkg0v__outer00__inner00__aug02,20260728_232136_0wkg0v,train,user1,আ,-0.545298,1.008889,0.027681,0.015227,0.004032,0.051488,0.94882
0,0,20260728_232136_0wkg0v__outer00__inner00__aug03,20260728_232136_0wkg0v,train,user1,আ,0.618639,1.081524,-0.004191,-0.017035,0.003084,0.037624,0.818303
0,0,20260728_232203_7c77zv__outer00__inner00__aug01,20260728_232203_7c77zv,train,user1,আ,-0.735408,1.025295,-0.007865,0.012858,0.005266,0.068979,1.033016
0,0,20260728_232203_7c77zv__outer00__inner00__aug02,20260728_232203_7c77zv,train,user1,আ,-3.483661,0.971301,0.003013,-0.014141,0.00571,0.070868,1.235246
0,0,20260728_232203_7c77zv__outer00__inner00__aug03,20260728_232203_7c77zv,train,user1,আ,-3.183882,0.914915,0.048853,-0.025123,0.007018,0.056819,0.971259
0,0,20260728_232238_kgwkds__outer00__inner00__aug01,20260728_232238_kgwkds,train,user1,আ,2.558346,0.908566,-0.042513,-0.007854,0.006013,0.038624,1.19823
0,0,20260728_232238_kgwkds__outer00__inner00__aug02,20260728_232238_kgwkds,train,user1,আ,-3.453533,0.992312,-0.014305,0.000835,0.005503,0.074663,0.97291
0,0,20260728_232238_kgwkds__outer00__inner00__aug03,20260728_232238_kgwkds,train,user1,আ,-1.879005,1.089539,-0.022234,-0.021313,0.007035,0.072536,0.965375
0,0,20260728_232316_s2ep8l__outer00__inner00__aug01,20260728_232316_s2ep8l,train,user1,আ,6.55743,1.08008,0.012035,-0.041464,0.004983,0.052006,1.158653
0,0,20260728_232316_s2ep8l__outer00__inner00__aug02,20260728_232316_s2ep8l,train,user1,আ,4.256751,0.960182,-0.04426,-0.028123,0.007574,0.037063,1.102475
0,0,20260728_232316_s2ep8l__outer00__inner00__aug03,20260728_232316_s2ep8l,train,user1,আ,6.0458,0.940045,-0.000569,-0.022774,0.00668,0.032887,1.216422
0,0,20260705_210750_hp0ub6__outer00__inner00__aug01,20260705_210750_hp0ub6,train,user1,ই,-4.124771,0.976941,-0.003135,-0.025024,0.007372,0.067951,0.853149
0,0,20260705_210750_hp0ub6__outer00__inner00__aug02,20260705_210750_hp0ub6,train,user1,ই,3.584636,0.942179,-0.019077,0.006307,0.005949,0.071019,0.872376
0,0,20260705_210750_hp0ub6__outer00__inner00__aug03,20260705_210750_hp0ub6,train,user1,ই,-0.38678,1.096743,0.008323,-0.046347,0.006653,0.042434,0.887556
0,0,20260705_210817_cpe63z__outer00__inner00__aug01,20260705_210817_cpe63z,train,user1,ই,-6.471665,1.085819,0.022921,-0.015514,0.00627,0.065233,1.165044
0,0,20260705_210817_cpe63z__outer00__inner00__aug02,20260705_210817_cpe63z,train,user1,ই,0.692505,1.047812,-0.039662,0.018635,0.004398,0.056922,1.001023
0,0,20260705_210817_cpe63z__outer00__inner00__aug03,20260705_210817_cpe63z,train,user1,ই,-5.608735,0.961475,-0.014297,0.018163,0.007345,0.042316,0.855675
0,0,20260705_210847_8d63gb__outer00__inner00__aug01,20260705_210847_8d63gb,train,user1,ই,-5.549512,0.994519,-0.005718,0.007462,0.003952,0.039152,1.204784
0,0,20260705_210847_8d63gb__outer00__inner00__aug02,20260705_210847_8d63gb,train,user1,ই,5.432286,1.038999,0.009145,-0.034033,0.006267,0.066888,1.046215
0,0,20260705_210847_8d63gb__outer00__inner00__aug03,20260705_210847_8d63gb,train,user1,ই,3.959109,1.011017,0.03767,0.049758,0.007527,0.049281,0.962411
0,0,20260705_210914_6z0wyv__outer00__inner00__aug01,20260705_210914_6z0wyv,train,user1,ই,-5.769935,0.93529,0.040961,-0.018349,0.005427,0.0372,1.037521
0,0,20260705_210914_6z0wyv__outer00__inner00__aug02,20260705_210914_6z0wyv,train,user1,ই,4.519029,1.038505,-0.030281,-0.03371,0.005303,0.05761,1.246294
0,0,20260705_210914_6z0wyv__outer00__inner00__aug03,20260705_210914_6z0wyv,train,user1,ই,-0.854843,1.054633,0.042624,-0.004358,0.004912,0.079774,1.005831
0,0,20260705_211104_cee4mp__outer00__inner00__aug01,20260705_211104_cee4mp,train,user1,ই,0.618563,1.048544,-0.021515,0.015972,0.005137,0.057352,0.919192
0,0,20260705_211104_cee4mp__outer00__inner00__aug02,20260705_211104_cee4mp,train,user1,ই,-6.995444,0.971599,-0.014624,-0.002209,0.005687,0.067353,1.060046
0,0,20260705_211104_cee4mp__outer00__inner00__aug03,20260705_211104_cee4mp,train,user1,ই,-1.800592,0.930884,-0.012528,0.002026,0.006941,0.070795,1.014668
0,0,20260705_211129_q9xd7j__outer00__inner00__aug01,20260705_211129_q9xd7j,train,user1,ই,-3.72494,1.003286,0.03224,0.042666,0.005483,0.049933,1.176571
0,0,20260705_211129_q9xd7j__outer00__inner00__aug02,20260705_211129_q9xd7j,train,user1,ই,-1.323026,1.077841,0.031451,0.013121,0.007828,0.076152,1.128912
0,0,20260705_211129_q9xd7j__outer00__inner00__aug03,20260705_211129_q9xd7j,train,user1,ই,3.960299,1.02268,-0.029765,-0.037288,0.007985,0.064564,1.018651
0,0,20260705_211202_fwdefr__outer00__inner00__aug01,20260705_211202_fwdefr,train,user1,ই,-4.12117,1.093424,-0.012943,0.031938,0.003995,0.076643,0.963209
0,0,20260705_211202_fwdefr__outer00__inner00__aug02,20260705_211202_fwdefr,train,user1,ই,1.973228,1.072794,-0.023133,0.039904,0.007947,0.042301,0.916086
0,0,20260705_211202_fwdefr__outer00__inner00__aug03,20260705_211202_fwdefr,train,user1,ই,-2.855246,1.094337,0.013135,-0.020907,0.004582,0.042857,1.179499
0,0,20260705_211229_nco6f5__outer00__inner00__aug01,20260705_211229_nco6f5,train,user1,ই,-1.87621,1.023633,0.041849,-0.034466,0.007006,0.034578,1.190002
0,0,20260705_211229_nco6f5__outer00__inner00__aug02,20260705_211229_nco6f5,train,user1,ই,-4.216929,0.914223,0.001563,0.00176,0.006192,0.060201,0.912603
0,0,20260705_211229_nco6f5__outer00__inner00__aug03,20260705_211229_nco6f5,train,user1,ই,-6.425822,1.02372,0.018041,0.008125,0.00531,0.047479,1.13801
0,0,20260705_211257_5zxk15__outer00__inner00__aug01,20260705_211257_5zxk15,train,user1,ই,0.060131,0.999087,-0.042821,-0.046659,0.004383,0.071873,0.805078
0,0,20260705_211257_5zxk15__outer00__inner00__aug02,20260705_211257_5zxk15,train,user1,ই,5.176258,0.991598,-0.025945,0.041127,0.005602,0.079388,0.841316
0,0,20260705_211257_5zxk15__outer00__inner00__aug03,20260705_211257_5zxk15,train,user1,ই,2.688524,0.971339,0.040115,-0.002761,0.007059,0.060489,1.104708
0,0,20260705_211324_69n6hy__outer00__inner00__aug01,20260705_211324_69n6hy,train,user1,ই,4.226391,1.035027,-0.040422,0.000847,0.003465,0.064624,0.912177
0,0,20260705_211324_69n6hy__outer00__inner00__aug02,20260705_211324_69n6hy,train,user1,ই,5.923319,0.968759,-0.028146,0.004733,0.003903,0.033424,1.119569
0,0,20260705_211324_69n6hy__outer00__inner00__aug03,20260705_211324_69n6hy,train,user1,ই,-6.220806,0.908507,-0.024333,-0.04237,0.004497,0.063188,0.967458
0,0,20260705_213721_6edrqn__outer00__inner00__aug01,20260705_213721_6edrqn,train,user1,ঈ,-1.235951,1.049122,0.019613,-0.03183,0.005119,0.040179,0.938023
0,0,20260705_213721_6edrqn__outer00__inner00__aug02,20260705_213721_6edrqn,train,user1,ঈ,-3.728884,1.080465,-0.01424,-0.001871,0.004301,0.069245,0.844327
0,0,20260705_213721_6edrqn__outer00__inner00__aug03,20260705_213721_6edrqn,train,user1,ঈ,1.383599,0.992023,0.043367,0.0423,0.005093,0.054571,1.089162
0,0,20260705_213804_scynf9__outer00__inner00__aug01,20260705_213804_scynf9,train,user1,ঈ,-3.77346,0.937742,-0.001891,0.041809,0.006636,0.055137,1.197171
0,0,20260705_213804_scynf9__outer00__inner00__aug02,20260705_213804_scynf9,train,user1,ঈ,6.594894,1.009715,0.01385,-0.010555,0.006351,0.030811,1.122801
0,0,20260705_213804_scynf9__outer00__inner00__aug03,20260705_213804_scynf9,train,user1,ঈ,1.213633,1.069912,0.047655,-0.047118,0.007714,0.068422,1.043049
0,0,20260705_213852_tuebtl__outer00__inner00__aug01,20260705_213852_tuebtl,train,user1,ঈ,-2.269907,0.954992,-0.046934,0.035755,0.007557,0.041078,1.171545
0,0,20260705_213852_tuebtl__outer00__inner00__aug02,20260705_213852_tuebtl,train,user1,ঈ,6.850859,0.918765,0.011856,0.017265,0.003646,0.065072,1.127231
0,0,20260705_213852_tuebtl__outer00__inner00__aug03,20260705_213852_tuebtl,train,user1,ঈ,2.213588,1.046095,-0.001409,-0.049213,0.007996,0.06605,1.158585
0,0,20260705_213943_7qqvt7__outer00__inner00__aug01,20260705_213943_7qqvt7,train,user1,ঈ,5.693485,0.984242,-0.029968,-0.006706,0.004433,0.039501,0.989514
0,0,20260705_213943_7qqvt7__outer00__inner00__aug02,20260705_213943_7qqvt7,train,user1,ঈ,5.028359,0.97016,-0.021184,0.018491,0.005806,0.054022,0.916867
0,0,20260705_213943_7qqvt7__outer00__inner00__aug03,20260705_213943_7qqvt7,train,user1,ঈ,-3.350485,1.090281,-0.018585,-0.009156,0.006502,0.042413,1.198125
0,0,20260705_214029_z7ddbl__outer00__inner00__aug01,20260705_214029_z7ddbl,train,user1,ঈ,-4.174825,1.088175,0.027525,-0.014622,0.005396,0.034847,1.124301
0,0,20260705_214029_z7ddbl__outer00__inner00__aug02,20260705_214029_z7ddbl,train,user1,ঈ,2.059173,1.027411,-0.008383,-0.044782,0.005891,0.04821,1.228515
0,0,20260705_214029_z7ddbl__outer00__inner00__aug03,20260705_214029_z7ddbl,train,user1,ঈ,4.88083,1.039554,-0.018782,-0.047539,0.003652,0.035775,1.002668
0,0,20260705_214107_b894ld__outer00__inner00__aug01,20260705_214107_b894ld,train,user1,ঈ,-3.082787,1.028338,-0.044969,-0.005935,0.004477,0.038985,1.040024
0,0,20260705_214107_b894ld__outer00__inner00__aug02,20260705_214107_b894ld,train,user1,ঈ,1.096192,1.036375,-0.039882,-0.014538,0.004067,0.078723,0.994232
0,0,20260705_214107_b894ld__outer00__inner00__aug03,20260705_214107_b894ld,train,user1,ঈ,1.42978,1.039319,0.030467,-0.012724,0.007732,0.030064,1.191923
0,0,20260705_215457_yruoxw__outer00__inner00__aug01,20260705_215457_yruoxw,train,user1,ঈ,-1.59782,0.96196,-0.003499,-0.005297,0.005996,0.071822,1.070345
0,0,20260705_215457_yruoxw__outer00__inner00__aug02,20260705_215457_yruoxw,train,user1,ঈ,6.181488,1.010743,0.022885,0.039008,0.003806,0.044189,0.835238
0,0,20260705_215457_yruoxw__outer00__inner00__aug03,20260705_215457_yruoxw,train,user1,ঈ,-1.748821,1.062336,0.027377,0.02844,0.004527,0.030506,0.968346
0,0,20260705_215539_dr61qv__outer00__inner00__aug01,20260705_215539_dr61qv,train,user1,ঈ,3.451601,0.922859,0.026837,0.026965,0.006913,0.05846,0.85278
0,0,20260705_215539_dr61qv__outer00__inner00__aug02,20260705_215539_dr61qv,train,user1,ঈ,-6.288689,0.930774,0.008503,0.015753,0.004151,0.050747,1.040844
0,0,20260705_215539_dr61qv__outer00__inner00__aug03,20260705_215539_dr61qv,train,user1,ঈ,-4.260921,0.948305,-0.004557,-0.006513,0.005821,0.065146,1.129061
0,0,20260705_215654_07cd7w__outer00__inner00__aug01,20260705_215654_07cd7w,train,user1,ঈ,-1.805583,0.971441,0.010743,-0.04662,0.006787,0.075384,1.130336
0,0,20260705_215654_07cd7w__outer00__inner00__aug02,20260705_215654_07cd7w,train,user1,ঈ,3.325588,0.950436,-0.027171,-0.049865,0.003084,0.040178,0.860653
0,0,20260705_215654_07cd7w__outer00__inner00__aug03,20260705_215654_07cd7w,train,user1,ঈ,-4.422084,1.093802,0.034292,-0.010444,0.006328,0.038341,1.097744
0,0,20260705_215745_i5n9h7__outer00__inner00__aug01,20260705_215745_i5n9h7,train,user1,ঈ,-2.061896,1.057838,0.007748,-0.03159,0.004794,0.078708,0.870392
0,0,20260705_215745_i5n9h7__outer00__inner00__aug02,20260705_215745_i5n9h7,train,user1,ঈ,4.276984,0.915913,-0.026904,-0.038559,0.006646,0.062146,0.807733
0,0,20260705_215745_i5n9h7__outer00__inner00__aug03,20260705_215745_i5n9h7,train,user1,ঈ,-1.149499,0.954028,-0.009182,0.002922,0.006549,0.069776,1.237852
0,0,20260704_232121_lcxi4y__outer00__inner00__aug01,20260704_232121_lcxi4y,train,user2,অ,3.308439,1.041536,-0.040558,0.042336,0.006766,0.046951,1.191982
0,0,20260704_232121_lcxi4y__outer00__inner00__aug02,20260704_232121_lcxi4y,train,user2,অ,0.570297,1.033967,-0.003071,-0.042722,0.005204,0.073704,0.967039
0,0,20260704_232121_lcxi4y__outer00__inner00__aug03,20260704_232121_lcxi4y,train,user2,অ,-4.120142,1.02438,0.02709,-0.006963,0.005142,0.06711,1.221885
0,0,20260728_232630_znnts0__outer00__inner00__aug01,20260728_232630_znnts0,train,user2,অ,-5.585449,1.015079,0.018983,0.006635,0.004501,0.039356,1.239666
0,0,20260728_232630_znnts0__outer00__inner00__aug02,20260728_232630_znnts0,train,user2,অ,3.000305,0.987424,0.039804,-0.027737,0.003024,0.078877,0.80273
0,0,20260728_232630_znnts0__outer00__inner00__aug03,20260728_232630_znnts0,train,user2,অ,-5.771644,0.996451,-0.044095,0.017856,0.005322,0.051886,1.029497
0,0,20260728_232652_hdsmyh__outer00__inner00__aug01,20260728_232652_hdsmyh,train,user2,অ,-1.272467,0.90471,-0.004489,0.034976,0.007954,0.066307,1.172216
0,0,20260728_232652_hdsmyh__outer00__inner00__aug02,20260728_232652_hdsmyh,train,user2,অ,-1.184712,1.071502,0.048057,-0.006836,0.006801,0.058361,0.933269
0,0,20260728_232652_hdsmyh__outer00__inner00__aug03,20260728_232652_hdsmyh,train,user2,অ,6.944071,1.060097,-0.007145,0.027644,0.006601,0.054899,0.97043
0,0,20260728_232714_hincfq__outer00__inner00__aug01,20260728_232714_hincfq,train,user2,অ,2.450144,1.021675,0.040871,-0.019572,0.003465,0.052706,0.810479
0,0,20260728_232714_hincfq__outer00__inner00__aug02,20260728_232714_hincfq,train,user2,অ,1.466832,1.042666,-0.001966,0.037587,0.003605,0.041252,0.927618
0,0,20260728_232714_hincfq__outer00__inner00__aug03,20260728_232714_hincfq,train,user2,অ,2.1018,1.018023,0.047531,0.048146,0.00729,0.067345,1.074391
0,0,20260728_232741_j1gvgu__outer00__inner00__aug01,20260728_232741_j1gvgu,train,user2,অ,3.475664,0.941462,0.002889,0.035127,0.00491,0.032852,1.226889
0,0,20260728_232741_j1gvgu__outer00__inner00__aug02,20260728_232741_j1gvgu,train,user2,অ,-4.297776,1.039452,-0.027702,-0.013105,0.003293,0.075218,1.170404
0,0,20260728_232741_j1gvgu__outer00__inner00__aug03,20260728_232741_j1gvgu,train,user2,অ,6.539929,1.024901,0.036691,-0.034486,0.007683,0.052633,0.938456
0,0,20260704_232148_mqf5ea__outer00__inner00__aug01,20260704_232148_mqf5ea,train,user2,আ,0.334845,1.051873,-0.004838,-0.001468,0.003733,0.0538,1.071348
0,0,20260704_232148_mqf5ea__outer00__inner00__aug02,20260704_232148_mqf5ea,train,user2,আ,-3.08894,0.922115,0.028774,-0.039462,0.004654,0.078617,0.918719
0,0,20260704_232148_mqf5ea__outer00__inner00__aug03,20260704_232148_mqf5ea,train,user2,আ,-6.852556,0.947841,-0.014727,0.022174,0.005314,0.041027,0.898346
0,0,20260728_232436_9i4gi8__outer00__inner00__aug01,20260728_232436_9i4gi8,train,user2,আ,5.59694,1.010516,0.015098,-0.015174,0.003838,0.045258,0.913904
0,0,20260728_232436_9i4gi8__outer00__inner00__aug02,20260728_232436_9i4gi8,train,user2,আ,1.803894,0.976878,-0.041049,0.001074,0.007106,0.075766,0.943022
0,0,20260728_232436_9i4gi8__outer00__inner00__aug03,20260728_232436_9i4gi8,train,user2,আ,2.459811,1.099853,0.015112,0.045651,0.005412,0.059153,1.026668
0,0,20260728_232459_m6l3cf__outer00__inner00__aug01,20260728_232459_m6l3cf,train,user2,আ,4.204968,0.95929,0.049442,0.019077,0.004747,0.06353,0.993782
0,0,20260728_232459_m6l3cf__outer00__inner00__aug02,20260728_232459_m6l3cf,train,user2,আ,2.333216,0.943548,-0.049573,-0.040778,0.006765,0.063116,0.821489
0,0,20260728_232459_m6l3cf__outer00__inner00__aug03,20260728_232459_m6l3cf,train,user2,আ,-0.608349,1.048865,-0.022867,0.011265,0.003733,0.067934,0.835545
0,0,20260728_232520_l4uaan__outer00__inner00__aug01,20260728_232520_l4uaan,train,user2,আ,5.471293,0.996293,-0.015638,0.046981,0.004402,0.031743,1.136023
0,0,20260728_232520_l4uaan__outer00__inner00__aug02,20260728_232520_l4uaan,train,user2,আ,0.719419,1.018376,-0.030314,-0.028182,0.004694,0.038894,1.106486
0,0,20260728_232520_l4uaan__outer00__inner00__aug03,20260728_232520_l4uaan,train,user2,আ,0.37052,1.03827,0.02393,-0.045614,0.003406,0.044016,0.909284
0,0,20260728_232556_dwfz7c__outer00__inner00__aug01,20260728_232556_dwfz7c,train,user2,আ,3.537914,0.982197,0.007356,-0.028726,0.004411,0.039078,1.0427
0,0,20260728_232556_dwfz7c__outer00__inner00__aug02,20260728_232556_dwfz7c,train,user2,আ,-4.917777,0.927748,0.02866,-0.030227,0.006933,0.055239,0.918275
0,0,20260728_232556_dwfz7c__outer00__inner00__aug03,20260728_232556_dwfz7c,train,user2,আ,-3.76274,1.074129,0.031574,-0.048249,0.0048,0.037014,1.03331
0,0,20260704_232218_jf6rio__outer00__inner00__aug01,20260704_232218_jf6rio,train,user2,ই,6.376144,0.934102,-0.032569,0.019719,0.006056,0.033549,0.922085
0,0,20260704_232218_jf6rio__outer00__inner00__aug02,20260704_232218_jf6rio,train,user2,ই,5.843651,0.920991,0.014878,0.0167,0.003476,0.059317,1.021943
